source_file,label,start,end,score,snippet,source
email_89.txt,PERSON,9,33,0.55,"Subject: Your Details  Hello Hiro,  This is a follow-up regarding your re",fallback_multi
email_89.txt,PERSON,13690,13701,0.55," below when you have a moment.  Thanks, Hiro Taylor ",fallback_multi
email_9.txt,PERSON,63,88,0.55,"e.org Mon May  4 21:48:34 2026 Subject: Your Details  Hello Lucas,  If any of the data is incorrect, repl",fallback_multi
email_9.txt,PERSON,13661,13672,0.55,"lowing entry for your account.  Thanks, Lucas Patel ",fallback_multi
email_90.txt,PERSON,9,23,0.55,"Subject: Meeting  Hello Wei,  Please confirm the details below ",fallback_multi
email_91.txt,PERSON,13737,13749,0.55,"s. Reach me at (406) 692-2980.  Thanks, Priya Wilson ",fallback_multi
email_92.txt,PERSON,61,84,0.55,"t.org Mon May  4 21:48:34 2026 Subject: Important  Hello Sophia,  Our records show the following entry ",fallback_multi
email_93.txt,SSN,156,165,0.2,your recent submission. Reach me at +16 194904218. Please confirm the details below when ,regex_ssn_phone_overlap
email_93.txt,SSN,1459,1468,0.2,information to proceed. Reach me at +16 194904218. Please confirm the details below when ,regex_ssn_phone_overlap
email_93.txt,SSN,1543,1552,0.2,when you have a moment. Reach me at +16 194904218. Our records show the following entry f,regex_ssn_phone_overlap
email_93.txt,SSN,1791,1800,0.2,"when you have a moment. Reach me at +16 194904218. If any of the data is incorrect, reply",regex_ssn_phone_overlap
email_93.txt,SSN,5172,5181,0.2,s message with updates. Reach me at +16 194904218. This is a follow-up regarding your rec,regex_ssn_phone_overlap
email_93.txt,SSN,6226,6235,0.2,when you have a moment. Reach me at +16 194904218.  Please confirm the details below when,regex_ssn_phone_overlap
email_93.txt,SSN,11902,11911,0.2,when you have a moment. Reach me at +16 194904218. Please confirm the details below when ,regex_ssn_phone_overlap
email_93.txt,SSN,12309,12318,0.2,information to proceed. Reach me at +16 194904218. This is a follow-up regarding your rec,regex_ssn_phone_overlap
email_93.txt,PERSON,60,79,0.55,"e.org Mon May  4 21:48:34 2026 Subject: Verification  Hello Mia,  This is a follow-up regarding you",fallback_multi
email_94.txt,PERSON,9,30,0.55,"Subject: Meeting  Hello Olivia,  We need to verify the following infor",fallback_multi
email_94.txt,PERSON,12914,12927,0.55,"lowing information to proceed.  Thanks, Olivia Martin ",fallback_multi
email_95.txt,PERSON,9,28,0.55,"Subject: Invoice  Hello Liam,  Please confirm the details below when",fallback_multi
email_95.txt,PERSON,12749,12760,0.55,"d: 9053 Elm Ave, New York, NY.  Thanks, Liam Taylor ",fallback_multi
email_96.txt,PERSON,9,23,0.55,"Subject: Meeting  Hello Mia,  Our records show the following en",fallback_multi
email_97.txt,PERSON,9,28,0.55,"Subject: Invoice  Hello Noah,  We need to verify the following infor",fallback_multi
email_97.txt,PERSON,13720,13729,0.55,"arding your recent submission.  Thanks, Noah Khan ",fallback_multi
email_98.txt,PERSON,9,34,0.55,"Subject: Your Details  Hello Mateo,  Our records show the following entry ",fallback_multi
email_99.txt,PERSON,9,33,0.55,"Subject: Your Details  Hello Liam,  If any of the data is incorrect, repl",fallback_multi
email_99.txt,PERSON,13176,13187,0.55,"dates. SSN on file: 874514274.  Thanks, Liam Martin ",fallback_multi
